STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
GUJARAT,AMRELI,2012,18,19,2,10,0,10,80,75,5,2,0,13,114,149,53,96,56,30,6,7,4,277,0,20,7,146,0,128,1213,2301
GUJARAT,ANAND,2012,25,24,2,9,0,9,56,53,3,3,0,6,110,283,174,109,27,45,36,7,6,316,0,22,1,188,0,234,1591,2991
GUJARAT,BHARUCH,2012,42,12,0,12,0,12,28,22,6,12,0,25,117,302,171,131,44,68,10,10,5,270,0,19,1,0,0,324,1480,2781
GUJARAT,BHAVNAGAR,2012,46,23,1,13,0,13,105,96,9,2,1,30,160,408,216,192,71,18,43,12,19,592,0,30,42,221,0,0,2538,4375
GUJARAT,CID CRIME,2012,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,15
GUJARAT,DAHOD,2012,34,13,0,10,0,10,72,67,5,38,3,51,150,202,124,78,55,8,8,0,20,353,0,17,0,7,0,180,462,1683
GUJARAT,GANDHINAGAR,2012,23,4,1,20,0,20,29,26,3,6,0,26,127,376,189,187,52,24,53,4,6,215,0,10,1,159,0,211,5183,6530
GUJARAT,HIMATNAGAR,2012,30,6,1,10,0,10,57,55,2,5,1,9,103,205,114,91,52,20,72,9,4,171,0,22,4,249,0,284,5097,6411
GUJARAT,JAMNAGAR,2012,43,40,2,22,0,22,41,37,4,10,3,48,220,587,256,331,96,53,41,4,4,482,0,40,4,439,0,2,2849,5030
GUJARAT,JUNAGADH,2012,40,17,0,15,0,15,63,53,10,7,0,18,120,275,140,135,117,28,34,9,19,464,1,37,5,411,0,244,1991,3915
GUJARAT,KHEDA NORTH,2012,24,8,0,18,0,18,62,55,7,10,0,11,67,206,90,116,43,28,26,5,6,280,0,22,0,161,0,296,3819,5092
GUJARAT,KUTCH (EAST(G)),2012,19,15,0,17,0,17,25,23,2,3,1,18,98,256,121,135,24,18,32,1,8,287,1,12,0,188,0,5,2002,3030
GUJARAT,KUTCH (WEST-BHUJ),2012,24,5,1,8,0,8,18,17,1,2,0,6,73,168,80,88,50,16,13,1,2,185,0,18,0,127,0,3,1086,1806
GUJARAT,MEHSANA,2012,31,28,2,10,0,10,59,54,5,10,1,35,182,545,206,339,86,35,46,11,18,410,0,28,1,245,0,241,3329,5353
GUJARAT,NARMADA,2012,17,3,0,7,0,7,6,5,1,3,0,0,7,39,17,22,15,4,2,3,2,94,0,3,0,13,0,87,369,674
GUJARAT,NAVSARI,2012,19,9,0,4,0,4,15,15,0,3,0,7,99,224,131,93,18,49,10,8,2,65,0,4,0,114,0,0,892,1542
GUJARAT,PALANPUR,2012,44,32,1,49,0,49,118,107,11,23,0,48,268,433,206,227,79,31,63,8,21,462,0,64,1,349,0,265,2508,4867
GUJARAT,PANCHMAHAL,2012,54,16,1,5,0,5,74,73,1,25,0,20,114,231,142,89,52,21,17,8,20,375,0,36,0,294,0,0,2314,3677
GUJARAT,PATAN,2012,18,15,1,7,0,7,31,31,0,11,0,21,99,271,101,170,51,24,10,11,10,369,0,32,1,151,0,148,1826,3107
GUJARAT,PORBANDAR,2012,18,8,0,10,0,10,8,7,1,1,1,8,51,67,34,33,7,10,12,1,4,68,1,8,0,73,0,49,491,896
GUJARAT,RAJKOT COMMR.,2012,41,28,3,11,0,11,66,50,16,14,0,43,198,1013,775,238,74,84,43,11,8,336,0,10,3,264,0,139,1930,4319
GUJARAT,RAJKOT RURAL,2012,48,21,2,20,0,20,62,58,4,4,1,19,160,275,158,117,68,54,19,9,12,313,3,26,3,292,0,290,2596,4297
GUJARAT,SURAT COMMR.,2012,98,26,1,40,0,40,91,66,25,6,4,68,333,1886,1296,590,65,24,177,14,3,441,3,28,0,299,0,227,5412,9246
GUJARAT,SURAT RURAL,2012,55,16,0,13,0,13,33,30,3,14,2,18,143,495,210,285,50,22,39,4,7,135,1,14,2,94,0,408,2079,3644
GUJARAT,SURENDRANAGAR,2012,40,26,0,19,0,19,51,46,5,4,0,18,123,209,96,113,78,36,5,8,14,428,0,51,5,124,0,248,1498,2985
GUJARAT,TAPI,2012,11,4,2,5,0,5,3,3,0,1,0,4,26,93,36,57,10,18,4,4,9,64,0,9,0,17,0,132,376,792
GUJARAT,VADODARA COMMR.,2012,29,34,0,11,0,11,67,57,10,9,0,112,333,1333,950,383,92,24,175,5,5,375,0,15,4,306,0,156,3355,6440
GUJARAT,VADODARA RURAL,2012,74,6,4,15,0,15,73,72,1,11,0,18,96,310,199,111,55,17,38,5,17,296,0,23,0,90,0,409,1922,3479
GUJARAT,VALSAD,2012,21,14,0,12,0,12,25,19,6,4,0,20,159,551,342,209,26,57,31,8,6,189,0,9,0,15,0,266,1318,2731
GUJARAT,W.RLY AHMEDABAD,2012,3,3,0,1,0,1,2,2,0,0,0,8,8,214,21,193,7,2,3,0,0,37,0,2,0,2,0,3,49,344
GUJARAT,W.RLY VADODARA,2012,5,0,1,0,0,0,3,2,1,4,1,5,2,390,31,359,1,3,22,0,0,33,0,1,0,1,0,2,65,539
GUJARAT,TOTAL,2012,1126,557,43,473,0,473,1720,1527,193,287,19,1366,4695,15952,9057,6895,1758,1240,1361,216,282,10234,21,745,93,6658,0,5573,75702,130121
HARYANA,AMBALA RURAL,2012,13,15,1,11,0,11,28,19,9,1,2,6,118,209,102,107,0,4,45,0,3,66,7,12,4,73,0,2,462,1082
HARYANA,AMBALA URBAN,2012,15,16,3,21,0,21,75,39,36,0,0,21,362,600,361,239,1,53,99,1,5,109,5,23,14,159,0,1,759,2342
HARYANA,BHIWANI,2012,81,48,3,28,0,28,109,69,40,8,8,52,295,701,502,199,122,21,129,1,24,267,19,45,23,179,0,9,1206,3378
HARYANA,FARIDABAD,2012,72,50,6,47,0,47,103,87,16,10,16,34,347,1819,1495,324,188,118,46,2,9,163,8,31,84,197,0,245,1428,5023
HARYANA,FATEHABAD,2012,17,23,3,15,0,15,49,33,16,2,1,12,145,339,257,82,28,10,50,1,7,115,4,7,7,125,0,2,573,1535
HARYANA,GRP,2012,21,6,0,1,0,1,10,7,3,2,1,16,1,429,94,335,13,5,6,0,0,12,5,9,83,1,0,14,486,1121
HARYANA,GURGAON,2012,82,66,3,44,0,44,56,47,9,34,56,84,495,3529,2998,531,122,71,216,1,4,114,15,18,31,150,0,23,1924,7138
HARYANA,HISSAR,2012,76,67,4,44,0,44,114,88,26,6,6,42,413,1115,781,334,65,20,197,2,20,286,12,39,23,312,0,6,1667,4536
HARYANA,JHAJJAR,2012,64,50,3,20,0,20,38,17,21,10,5,35,210,451,298,153,50,28,47,1,12,82,10,19,14,135,0,177,555,2016
HARYANA,JIND,2012,50,36,5,34,0,34,58,40,18,7,1,39,224,544,349,195,107,84,74,0,13,140,17,27,0,114,0,3,746,2323
HARYANA,KAITHAL,2012,31,20,7,18,0,18,38,20,18,2,4,11,207,337,216,121,0,46,30,1,7,175,6,15,0,127,0,6,636,1724
HARYANA,KARNAL,2012,59,60,2,63,0,63,103,41,62,8,3,43,368,1045,807,238,46,13,141,3,8,219,23,50,28,204,0,213,1256,3958
HARYANA,KURUKSHETRA,2012,26,38,3,25,0,25,37,30,7,1,7,6,218,605,450,155,0,14,116,0,6,132,11,20,27,110,0,3,889,2294
HARYANA,MAHENDRAGARH,2012,39,28,0,14,0,14,25,18,7,12,2,22,144,299,158,141,114,36,12,0,9,115,10,26,0,78,0,8,779,1772
HARYANA,MEWAT,2012,12,52,0,50,0,50,29,15,14,26,10,26,56,483,352,131,150,25,61,1,5,69,5,15,7,168,0,5,871,2126
HARYANA,PALWAL,2012,43,67,6,32,0,32,54,47,7,10,2,26,82,588,430,158,197,34,18,1,9,158,12,27,0,107,0,7,977,2457
HARYANA,PANCHKULA,2012,15,10,1,18,0,18,40,23,17,5,2,18,171,392,278,114,2,2,41,0,0,66,7,13,1,51,0,1,516,1372
HARYANA,PANIPAT,2012,47,28,6,35,0,35,87,67,20,8,18,36,228,906,781,125,68,18,107,0,8,155,15,23,12,136,0,234,828,3003
HARYANA,REWARI,2012,31,40,5,24,0,24,26,20,6,24,2,45,171,703,536,167,41,51,19,0,13,123,12,16,1,102,0,5,998,2452
HARYANA,ROHTAK,2012,60,63,1,37,0,37,35,23,12,8,11,47,272,759,518,241,61,31,120,0,12,174,12,24,40,143,0,201,840,2951
HARYANA,SIRSA,2012,27,26,1,30,0,30,90,55,35,6,2,14,159,483,340,143,45,27,32,1,6,242,6,25,1,159,0,2,884,2268
HARYANA,SONIPAT,2012,86,67,4,32,0,32,62,49,13,12,7,47,270,817,521,296,4,16,119,1,8,183,30,26,25,185,0,308,1156,3465
HARYANA,YAMUNANAGAR,2012,24,34,1,25,0,25,83,46,37,2,10,29,173,437,355,82,0,13,73,3,3,112,7,15,9,122,0,9,960,2144
HARYANA,TOTAL,2012,991,910,68,668,0,668,1349,900,449,204,176,711,5129,17590,12979,4611,1424,740,1798,20,191,3277,258,525,434,3137,0,1484,21396,62480
HIMACHAL PRADESH,BADDIPOLICEDIST,2012,7,4,0,12,0,12,10,8,2,1,0,0,38,37,25,12,31,23,9,0,3,171,1,7,0,16,0,47,126,543
HIMACHAL PRADESH,BILASPUR,2012,8,8,0,12,0,12,7,5,2,0,0,1,55,47,20,27,28,9,27,0,14,36,0,21,12,22,0,34,619,960
HIMACHAL PRADESH,CHAMBA,2012,7,0,1,10,0,10,14,14,0,0,0,0,74,22,4,18,29,5,4,0,3,75,1,9,4,7,0,41,251,557
HIMACHAL PRADESH,CID,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5
HIMACHAL PRADESH,G.R.P.,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13
HIMACHAL PRADESH,HAMIRPUR,2012,6,5,2,8,0,8,6,2,4,0,0,0,44,33,10,23,18,7,22,0,3,155,0,20,5,17,0,30,475,856
HIMACHAL PRADESH,KANGRA,2012,24,8,2,26,0,26,52,47,5,0,0,2,224,127,41,86,87,25,99,1,17,187,0,45,13,43,0,5,1823,2810
HIMACHAL PRADESH,KINNAUR,2012,2,1,0,6,0,6,2,2,0,0,0,0,22,10,1,9,12,3,2,0,1,8,0,1,0,5,0,32,85,192
HIMACHAL PRADESH,KULLU,2012,9,3,1,22,0,22,7,5,2,0,0,0,58,26,6,20,28,7,21,0,4,33,0,22,0,10,0,34,434,719
HIMACHAL PRADESH,LAHAUL-SPITI,2012,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,1,0,1,0,0,0,12,79,100
HIMACHAL PRADESH,MANDI,2012,15,6,1,28,0,28,19,18,1,0,0,0,97,100,18,82,61,12,62,0,30,132,0,49,17,32,0,60,1012,1733
HIMACHAL PRADESH,SHIMLA,2012,18,6,1,23,0,23,29,25,4,0,0,3,149,157,38,119,69,20,38,0,39,49,0,28,7,23,0,121,750,1530
HIMACHAL PRADESH,SIRMAUR,2012,8,4,1,17,0,17,11,11,0,0,0,1,40,54,37,17,62,5,17,0,6,34,0,24,4,18,0,58,502,866
HIMACHAL PRADESH,SOLAN,2012,3,5,0,9,0,9,8,8,0,0,0,1,78,83,39,44,30,11,9,0,9,220,0,13,1,16,0,32,250,778
HIMACHAL PRADESH,UNA,2012,6,2,0,8,0,8,7,7,0,0,0,2,48,67,26,41,37,10,63,0,2,72,0,10,5,42,0,56,458,895
HIMACHAL PRADESH,TOTAL,2012,113,53,9,183,0,183,172,152,20,1,0,10,928,769,265,504,494,137,373,1,131,1173,2,250,68,251,0,562,6877,12557
JAMMU & KASHMIR,ANANTNAG,2012,1,22,0,14,0,14,96,92,4,0,0,9,87,86,23,63,160,12,43,2,18,7,0,130,33,4,0,38,669,1431
JAMMU & KASHMIR,AWANTIPORA,2012,1,2,0,4,0,4,29,29,0,0,0,0,13,17,1,16,16,2,8,0,2,0,0,11,7,1,0,19,240,372
JAMMU & KASHMIR,BANDIPORA,2012,7,5,1,6,0,6,46,45,1,0,0,3,21,40,2,38,92,0,4,0,8,5,0,81,5,0,0,0,213,537
JAMMU & KASHMIR,BARAMULLA,2012,6,27,0,12,0,12,83,79,4,0,0,8,65,92,19,73,103,6,23,0,10,7,0,109,23,13,0,0,628,1215
JAMMU & KASHMIR,BUDGAM,2012,3,11,2,7,0,7,77,73,4,1,0,7,90,167,24,143,173,3,33,2,15,1,0,114,15,5,0,18,490,1234
JAMMU & KASHMIR,CRIME JAMMU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
JAMMU & KASHMIR,CRIME SRINAGAR,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,26,0,0,0,0,0,0,0,0,0,0,31
JAMMU & KASHMIR,DODA,2012,5,13,0,16,0,16,33,31,2,0,0,1,47,37,1,36,22,9,5,0,6,8,0,23,5,26,0,1,467,724
JAMMU & KASHMIR,GANDERBAL,2012,2,8,1,9,0,9,33,32,1,1,0,2,27,24,3,21,29,3,12,1,10,6,0,97,3,2,0,10,249,529
JAMMU & KASHMIR,HANDWARA,2012,6,20,0,6,0,6,35,35,0,0,0,2,10,46,3,43,53,2,6,0,3,0,0,88,3,2,0,10,190,482
JAMMU & KASHMIR,JAMMU,2012,13,80,1,39,0,39,100,92,8,2,0,4,266,448,176,272,87,47,135,3,15,30,5,44,33,67,0,109,2733,4261
JAMMU & KASHMIR,KARGIL,2012,1,2,0,1,0,1,0,0,0,0,0,0,5,6,0,6,12,1,0,0,1,0,0,1,0,0,0,0,77,107
JAMMU & KASHMIR,KATHUA,2012,6,26,0,20,0,20,40,34,6,0,0,2,68,78,26,52,26,7,16,0,4,8,1,30,12,14,0,4,892,1254
JAMMU & KASHMIR,KISHTWAR,2012,3,11,1,6,0,6,23,23,0,0,0,1,16,21,1,20,1,1,14,0,4,0,0,12,1,11,0,1,295,422
JAMMU & KASHMIR,KULGAM,2012,10,6,1,15,0,15,70,68,2,0,0,4,23,43,6,37,78,4,26,1,2,61,0,96,19,2,0,22,292,775
JAMMU & KASHMIR,KUPWARA,2012,3,21,0,15,0,15,50,49,1,0,0,3,48,85,3,82,130,5,16,2,11,9,0,53,16,9,0,13,307,796
JAMMU & KASHMIR,LEH,2012,2,2,0,3,0,3,1,1,0,0,0,0,8,5,0,5,1,2,7,0,0,1,0,5,0,0,0,0,143,180
JAMMU & KASHMIR,POONCH,2012,5,32,2,9,0,9,41,41,0,0,0,0,39,11,0,11,86,4,16,4,13,56,0,31,6,14,0,2,468,839
JAMMU & KASHMIR,PULWAMA,2012,3,6,0,3,0,3,25,21,4,0,0,1,17,35,2,33,60,10,6,0,7,64,0,8,19,0,0,10,161,435
JAMMU & KASHMIR,RAILWAYS JAMMU,2012,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,14
JAMMU & KASHMIR,RAILWAYS KASHMIR,2012,0,0,0,0,0,0,1,1,0,0,0,0,1,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,5,16
JAMMU & KASHMIR,RAILWAYS KATRA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
JAMMU & KASHMIR,RAJOURI,2012,9,36,2,32,0,32,58,54,4,0,0,1,70,59,8,51,40,9,41,0,28,29,1,51,11,44,0,40,1333,1894
JAMMU & KASHMIR,RAMBAN,2012,2,10,0,7,0,7,22,22,0,0,0,1,24,31,10,21,1,5,8,0,0,0,0,9,6,0,0,2,633,761
JAMMU & KASHMIR,REASI,2012,5,21,1,12,0,12,18,18,0,0,0,1,27,31,7,24,11,4,15,0,2,5,0,14,6,2,0,2,500,677
JAMMU & KASHMIR,SAMBA,2012,5,20,0,8,0,8,9,9,0,0,0,0,28,42,15,27,13,0,11,0,1,5,1,10,11,4,0,0,573,741
JAMMU & KASHMIR,SHOPIAN,2012,2,22,0,3,0,3,47,47,0,0,0,6,26,93,3,90,52,3,11,0,4,2,0,29,9,0,0,5,211,525
JAMMU & KASHMIR,SOPORE,2012,6,42,1,7,0,7,34,34,0,2,0,7,75,170,14,156,25,2,7,0,4,0,0,55,9,6,0,0,194,646
JAMMU & KASHMIR,SRINAGAR,2012,13,45,2,19,0,19,100,89,11,0,0,18,251,302,203,99,107,15,101,2,21,16,0,201,82,63,0,60,1196,2614
JAMMU & KASHMIR,UDHAMPUR,2012,5,19,1,30,0,30,22,22,0,0,0,0,43,40,7,33,21,3,10,0,1,2,0,20,12,12,0,5,836,1082
JAMMU & KASHMIR,TOTAL,2012,124,511,16,303,0,303,1093,1041,52,6,0,81,1395,2022,557,1465,1400,163,612,17,190,322,8,1322,347,301,0,371,14004,24608
JHARKHAND,BOKARO,2012,61,11,1,46,0,46,63,63,0,12,1,24,131,642,191,451,162,169,179,0,0,0,21,4,0,212,0,0,1825,3564
JHARKHAND,CHAIBASA,2012,144,49,0,34,0,34,15,15,0,11,0,20,25,140,36,104,10,6,8,4,3,15,6,8,0,20,1,81,344,944
JHARKHAND,CHATRA,2012,53,20,2,15,0,15,24,20,4,12,0,17,19,137,25,112,92,10,34,0,12,25,8,6,0,18,0,107,406,1017
JHARKHAND,DEOGHAR,2012,58,101,8,38,0,38,48,3,45,16,2,25,100,238,55,183,189,48,65,1,7,536,18,35,0,159,0,74,234,2000
JHARKHAND,DHANBAD,2012,69,18,14,41,0,41,121,101,20,46,3,44,180,906,435,471,188,85,154,1,3,201,49,4,2,89,0,0,2388,4606
JHARKHAND,DHANBAD RLY.,2012,5,0,0,2,0,2,3,2,1,5,1,7,4,199,17,182,3,0,5,0,0,0,1,8,0,2,0,0,135,380
JHARKHAND,DUMKA,2012,66,34,7,29,0,29,34,26,8,8,0,4,45,227,71,156,69,12,19,0,18,259,8,12,0,43,0,90,495,1479
JHARKHAND,GARHWA,2012,85,44,6,43,0,43,24,21,3,4,0,38,42,91,36,55,168,24,89,0,16,536,21,14,0,68,0,44,782,2139
JHARKHAND,GIRIDIH,2012,72,92,0,37,0,37,53,36,17,23,9,31,74,453,148,305,259,46,98,0,0,2,32,46,0,104,0,149,1291,2871
JHARKHAND,GODDA,2012,49,0,0,22,0,22,63,42,21,5,0,7,26,151,38,113,31,10,6,0,0,0,11,2,0,0,0,0,1382,1765
JHARKHAND,GUMLA,2012,192,45,4,36,0,36,55,44,11,5,0,25,20,119,22,97,26,8,16,0,6,155,2,9,0,6,0,90,114,933
JHARKHAND,HAZARIBAGH,2012,68,31,5,42,0,42,53,49,4,11,3,22,65,202,159,43,149,22,114,0,7,162,24,9,0,54,0,2,1382,2427
JHARKHAND,JAMSHEDPUR,2012,85,25,5,56,0,56,98,91,7,9,5,40,155,979,412,567,114,82,240,4,4,679,17,22,3,106,0,6,1288,4022
JHARKHAND,JAMSHEDPUR RLY.,2012,7,0,1,1,0,1,1,1,0,2,0,3,4,155,21,134,0,2,2,0,0,4,0,0,0,0,0,0,25,207
JHARKHAND,JAMTARA,2012,21,8,2,27,0,27,17,10,7,1,0,4,31,110,25,85,135,5,61,1,5,184,5,1,0,72,0,16,144,850
JHARKHAND,KHUNTI,2012,106,19,2,8,0,8,13,10,3,0,1,8,1,32,9,23,35,2,8,0,0,25,1,2,1,0,0,64,49,377
JHARKHAND,KODERMA,2012,17,55,2,8,0,8,30,22,8,7,0,12,16,104,32,72,74,16,75,0,0,195,13,12,0,29,0,72,398,1135
JHARKHAND,LATEHAR,2012,46,20,2,15,0,15,28,16,12,5,0,13,4,99,16,83,37,6,11,0,4,42,4,6,0,10,0,40,135,527
JHARKHAND,LOHARDAGGA,2012,36,19,7,23,0,23,22,18,4,1,0,9,13,52,9,43,9,2,19,1,6,50,1,6,0,23,0,45,107,451
JHARKHAND,PAKUR,2012,38,10,5,53,0,53,23,18,5,8,0,3,1,154,27,127,107,13,32,0,5,278,1,10,0,64,0,35,93,933
JHARKHAND,PALAMU,2012,70,61,0,26,0,26,57,30,27,22,0,42,76,245,75,170,139,11,78,0,5,479,28,10,0,20,0,79,659,2107
JHARKHAND,RAMGARH,2012,27,9,1,26,0,26,28,19,9,16,4,12,31,264,76,188,89,20,31,0,4,157,7,10,2,7,0,94,157,996
JHARKHAND,RANCHI,2012,145,77,13,52,0,52,76,53,23,40,1,54,82,566,154,412,155,18,113,0,16,347,11,22,1,45,0,236,326,2396
JHARKHAND,SAHEBGANJ,2012,57,44,1,65,0,65,71,45,26,3,0,4,19,135,40,95,51,11,56,2,7,313,6,11,1,74,2,49,485,1467
JHARKHAND,SARAIKELA,2012,51,22,2,35,0,35,16,14,2,5,0,16,45,217,69,148,36,2,34,0,2,113,6,10,0,25,0,171,89,897
JHARKHAND,SIMDEGA,2012,66,28,2,32,0,32,20,17,3,7,3,10,7,63,17,46,4,9,19,0,6,28,1,5,0,11,0,50,85,456
JHARKHAND,TOTAL,2012,1694,842,92,812,0,812,1056,786,270,284,33,494,1216,6680,2215,4465,2331,639,1566,14,136,4785,302,284,10,1261,3,1594,14818,40946
KARNATAKA,BAGALKOT,2012,51,43,1,11,0,11,17,14,3,7,0,18,91,130,73,57,221,6,72,0,4,235,6,63,0,72,2,0,1247,2297
KARNATAKA,BANGALORE COMMR.,2012,266,454,6,90,0,90,532,433,99,37,470,670,1240,9826,5090,4736,551,145,3092,41,0,3095,51,321,51,524,0,170,7665,29297
KARNATAKA,BANGALORE RURAL,2012,93,57,0,31,0,31,53,41,12,26,1,113,299,648,226,422,257,15,178,1,0,668,10,70,0,96,0,0,2944,5560
KARNATAKA,BELGAUM,2012,142,120,3,37,0,37,54,34,20,7,0,80,214,428,236,192,460,27,339,3,26,888,5,205,9,307,0,29,3462,6845
KARNATAKA,BELLARY,2012,54,46,2,18,0,18,31,24,7,6,0,44,151,347,210,137,228,10,102,3,11,368,9,48,0,104,0,32,1498,3112
KARNATAKA,BIDAR,2012,38,39,0,11,0,11,30,24,6,1,2,32,102,173,68,105,168,9,72,1,17,759,10,40,2,99,0,9,2044,3658
KARNATAKA,BIJAPUR,2012,69,64,1,18,0,18,30,24,6,5,2,33,101,139,80,59,245,9,104,0,11,460,4,41,0,128,9,0,1310,2783
KARNATAKA,CBPURA,2012,51,44,7,12,0,12,25,20,5,3,1,32,140,312,83,229,280,4,62,1,0,441,12,56,3,36,0,7,1025,2554
KARNATAKA,CHAMARAJNAGAR,2012,18,34,0,9,0,9,10,8,2,6,0,8,52,111,32,79,120,4,28,1,0,436,2,64,0,62,1,0,767,1733
KARNATAKA,CHICKMAGALUR,2012,33,28,9,11,0,11,12,7,5,8,0,22,91,145,59,86,114,0,49,1,0,568,4,70,2,89,4,0,1238,2498
KARNATAKA,CHITRADURGA,2012,43,38,7,26,0,26,34,34,0,3,0,25,119,224,90,134,323,4,71,0,8,799,6,140,0,75,0,0,2114,4059
KARNATAKA,DAKSHIN KANNADA,2012,23,25,0,12,0,12,10,9,1,5,0,15,103,82,28,54,115,11,49,1,15,263,2,35,8,42,0,7,1013,1836
KARNATAKA,DAVANAGERE,2012,42,35,8,17,0,17,23,20,3,3,3,50,139,297,143,154,298,17,58,3,0,442,8,117,0,119,0,0,1592,3271
KARNATAKA,DHARWAD COMMR.,2012,18,20,1,6,0,6,54,42,12,2,5,77,130,290,184,106,94,3,117,1,20,177,2,16,0,65,0,8,831,1937
KARNATAKA,DHARWAD RURAL,2012,27,30,1,5,0,5,13,3,10,0,1,4,33,56,12,44,147,10,24,0,6,195,0,38,0,24,0,0,699,1313
KARNATAKA,GADAG,2012,24,11,1,6,0,6,12,12,0,0,0,5,32,64,31,33,110,8,40,2,10,140,2,59,0,47,0,116,394,1083
KARNATAKA,GULBARGA,2012,82,87,0,29,0,29,53,39,14,12,0,63,209,313,151,162,362,7,89,0,54,702,10,132,0,151,0,21,1725,4101
KARNATAKA,HASSAN,2012,77,80,5,21,0,21,26,19,7,11,6,72,236,322,149,173,244,10,116,4,0,1351,5,120,1,155,0,0,2730,5592
KARNATAKA,HAVERI,2012,19,24,0,12,0,12,18,0,18,1,1,10,95,113,52,61,251,7,59,1,0,296,3,72,0,68,0,211,1072,2333
KARNATAKA,K.G.F.,2012,16,22,0,10,0,10,7,0,7,1,2,14,57,85,37,48,87,1,23,0,0,259,2,10,0,19,0,53,339,1007
KARNATAKA,KODAGU,2012,29,36,3,12,0,12,5,3,2,3,0,3,69,97,22,75,33,2,50,1,3,521,2,25,0,43,0,4,609,1550
KARNATAKA,KOLAR,2012,46,58,0,18,0,18,20,14,6,4,1,20,92,186,87,99,239,6,44,1,0,361,1,37,0,34,0,7,1034,2209
KARNATAKA,KOPPAL,2012,24,11,0,7,0,7,27,0,27,2,0,14,76,100,51,49,134,13,60,0,0,228,0,17,0,87,0,0,1099,1899
KARNATAKA,MANDYA,2012,86,95,1,35,0,35,46,39,7,11,5,82,265,518,225,293,342,18,79,1,80,1321,9,149,1,204,1,0,2565,5914
KARNATAKA,MANGALORE CITY,2012,28,18,0,12,0,12,16,4,12,1,1,69,136,233,128,105,112,0,89,6,16,199,1,29,1,48,3,33,1634,2685
KARNATAKA,MYSORE COMMR.,2012,31,35,0,12,0,12,13,10,3,3,6,205,146,661,397,264,88,5,101,0,0,232,6,22,0,32,12,0,1216,2826
KARNATAKA,MYSORE RURAL,2012,78,37,1,28,0,28,67,47,20,4,2,30,211,331,116,215,305,3,63,0,0,960,1,163,0,158,0,0,1897,4339
KARNATAKA,RAICHUR,2012,42,31,1,19,0,19,34,25,9,2,0,10,72,134,71,63,243,10,148,0,0,469,1,141,0,190,0,0,1492,3039
KARNATAKA,RAILWAYS,2012,19,1,0,2,0,2,4,1,3,1,2,47,2,482,17,465,6,0,1,5,0,10,2,2,1,0,0,19,43,649
KARNATAKA,RAMANAGAR,2012,77,64,1,16,0,16,60,53,7,16,6,127,298,512,256,256,264,3,76,1,73,644,17,112,0,73,0,0,2233,4673
KARNATAKA,SHIMOGA,2012,50,78,2,14,0,14,32,24,8,6,8,57,195,331,188,143,276,13,103,2,9,978,6,158,3,222,0,4,2487,5034
KARNATAKA,TUMKUR,2012,91,80,5,33,0,33,38,10,28,8,5,94,306,470,190,280,375,11,153,0,0,950,18,171,0,132,0,6,2621,5567
KARNATAKA,UDUPI,2012,14,18,3,5,0,5,12,3,9,5,3,36,139,115,48,67,119,4,37,1,8,285,0,41,1,38,0,13,1557,2454
KARNATAKA,UTTAR KANNADA,2012,33,23,2,7,0,7,11,10,1,0,3,21,100,77,21,56,112,5,46,2,18,361,1,97,8,78,0,0,1823,2828
KARNATAKA,YADGIRI,2012,26,37,0,9,0,9,22,20,2,1,0,5,51,66,35,31,179,1,28,0,27,289,0,97,9,63,0,127,449,1486
KARNATAKA,TOTAL,2012,1860,1923,71,621,0,621,1451,1070,381,211,536,2207,5792,18418,8886,9532,7502,401,5822,84,416,20350,218,2978,100,3684,32,876,58468,134021
